gene,gene_effect,z_score,mean,stddev
CLN6,-0.3579423087065583,-1.990888586199904,-0.09281691064442402,0.1331693796930097
OLR1,-0.12855056359215974,-1.9869839350877758,0.05426852688619422,0.09200833849231793
BCAM,-0.23389798214779517,-1.9868958947099233,0.009671036133131538,0.12258771027179888
TTC33,-0.3948553270665748,-1.9851474615825349,-0.08811409771845456,0.1545181077397595
THSD1,-0.15160636352632895,-1.9813798210962419,0.0689948175892184,0.11133714937779819
ELFN1,-0.3300502516497009,-1.9804009348703875,-0.06995330425318658,0.13133550020947504
ZNHIT6,-1.0416419026290087,-1.9794844595597,-0.6004760454732799,0.2228690682693503
FNIP1,-0.3902276770800833,-1.9793072648896195,-0.010125216388611682,0.1920381273963893
CBLL1,-0.9301114635221259,-1.9786794494775741,-0.4305639242628935,0.25246511727360726
C20orf144,-0.27782306343803387,-1.9785073472967138,-0.0557432131356155,0.11224615900762352
DDX41,-2.021457024544466,-1.9784238988428995,-1.431356518701968,0.29826798300790036
MRPL22,-0.7904063660738381,-1.9784049861248532,-0.3075130443382156,0.24408213946198984
NAT1,-0.14007517397858713,-1.9756797139357771,0.05619909183437206,0.09934518456028416
RPL36,-2.770404949262287,-1.975420344468265,-1.9675692747581888,0.40641257783553003
ZNF778,-0.3477500583350541,-1.973168036489114,-0.022784837834914248,0.16469211668275102
TNFSF15,-0.21420595351877333,-1.96820371949556,0.02512477210014314,0.12159855367017376
FLAD1,-0.29036279644747093,-1.9680920549496805,-0.03156189519700712,0.13149837203985903
RSAD2,-0.24659859456009078,-1.9636302895110425,0.006092556222054103,0.12868570633276732
CHRNB2,-0.25953254419727523,-1.9613070888541921,-0.01716303501859649,0.12357550255950614
BCS1L,-0.9847277378704902,-1.9593079017021773,-0.41331031270980373,0.2916424849122791
RNF167,-0.1362487388953369,-1.9583015647446549,0.0715123263869712,0.10609247779945388
SIPA1L3,-0.2785370657287238,-1.9582974027071773,0.0017132661371971536,0.14310917814551508
TOMM6,-0.4372356268871778,-1.9550486586179632,-0.15841495423634727,0.14261572029001607
MAPT,-0.30222255207120396,-1.952380849659834,-0.045759073795364674,0.13135934944277047
MRPL9,-0.9234491164159457,-1.9521407744237786,-0.4695972354269952,0.2324893198969812
CIDEB,-0.36911221333666777,-1.951998148352029,-0.09771069438810502,0.13903779528566304
COMP,-0.30533925143029306,-1.95022428549519,-0.02372909846174596,0.14439885456407503
CIMAP1B,-0.25944270596484403,-1.949719033690725,0.017092578706480184,0.14183340260460817
METAP1D,-0.21283650441232513,-1.9491228673219814,0.013637278742893149,0.11619266643071322
